Index,Micros,BMP,Temperature (°C),Pressure (hPa),Altitude (m),,,,,,
Index,Micros,GPS,Latitude,Longitude,Altitude,Speed,Satellites,,,,
Index,Micros,BNO,Yaw,Pitch,Roll,MagX,MagY,MagZ,AccX,AccY,AccZ
,,,,,,,,,,,
1237,133470358,BMP390,21.02,1007.47,-0.29,,,,,,
1238,133529744,BNO,-100.35,5.28,1.41,-1.5,-71.31,-119.5,-0.38,0.45,0.42
1239,133586367,BMP390,21.02,1007.48,-0.37,,,,,,
1240,133645768,BNO,-100.35,5.28,1.41,-1.5,-71.31,-119.5,0.07,0,-0.33
1241,133705961,GPS,0,0,0,0,0,0,,,
1242,133738970,BMP390,21.02,1007.48,-0.4,,,,,,
1243,133798297,BNO,-100.15,5.27,1.27,-1.5,-71.31,-119.5,0.07,0,-0.33
1244,133856439,BMP390,21.02,1007.48,-0.38,,,,,,
1245,133915836,BNO,-100.15,5.27,1.27,-1.5,-71.31,-119.5,-0.07,-0.15,-0.24
1246,133976747,GPS,0,0,0,0,0,0,,,
1247,134009811,BMP390,21.02,1007.49,-0.43,,,,,,
1248,134069185,BNO,-100.15,5.27,1.27,-1.5,-71.31,-119.5,0.65,-0.02,-0.37
1249,134126715,BMP390,21.01,1007.5,-0.51,,,,,,
1250,134186063,BNO,-100.15,5.27,1.27,-1.5,-71.31,-119.5,-0.46,0.5,1.12
1251,134246156,GPS,0,0,0,0,0,0,,,
1252,134281147,BMP390,21.02,1007.49,-0.49,,,,,,
1253,134340531,BNO,-100.79,6.56,2.38,-1.5,-71.31,-119.5,-0.46,0.5,1.12
1254,134397059,BMP390,21.01,1007.5,-0.55,,,,,,
1255,134456425,BNO,-100.79,6.56,2.38,-1.5,-71.31,-119.5,0.31,0.8,0.12
1256,134516707,GPS,0,0,0,0,0,0,,,
1257,134549449,BMP390,21.01,1007.5,-0.51,,,,,,
1258,134608786,BNO,-100.32,5.44,1.19,-1.5,-71.31,-119.5,0.31,0.8,0.12
1259,134666156,BMP390,21.01,1007.5,-0.51,,,,,,
1260,134725533,BNO,-100.32,5.44,1.19,-1.5,-71.31,-119.5,-0.1,-0.08,0.35
1261,134821605,GPS,0,0,0,0,0,0,,,
1262,134854297,BMP390,21.01,1007.49,-0.45,,,,,,
1263,134913642,BNO,-100.32,5.44,1.19,-1.5,-71.31,-119.5,-0.01,-0.02,-0.05
1264,134969875,BMP390,21.01,1007.49,-0.5,,,,,,
1265,135029213,BNO,-100.32,5.44,1.19,-1.5,-71.31,-119.5,0,0.07,-0.11
1266,135089416,GPS,0,0,0,0,0,0,,,
1267,135123634,BMP390,21.01,1007.5,-0.51,,,,,,
1268,135182990,BNO,-101.24,6.74,2.68,-1.5,-71.31,-119.5,0,0.07,-0.11
1269,135240043,BMP390,21,1007.5,-0.53,,,,,,
1270,135299497,BNO,-101.24,6.74,2.68,0.5,-71.81,-120.25,0,0.07,-0.11
1271,135361624,GPS,0,0,0,0,0,0,,,
1272,135395372,BMP390,21.01,1007.49,-0.49,,,,,,
1273,135454738,BNO,-101.24,6.74,2.68,0.5,-71.81,-120.25,-0.05,-0.08,-0.21
1274,135510005,BMP390,21,1007.49,-0.43,,,,,,
1275,135569391,BNO,-101.92,6.91,1.32,0.5,-71.81,-120.25,-0.05,-0.08,-0.21
1276,135629704,GPS,0,0,0,0,0,0,,,
1277,135665662,BMP390,21,1007.49,-0.46,,,,,,
1278,135725062,BNO,-101.92,6.91,1.32,0.5,-71.81,-120.25,-0.4,0.08,1.12
1279,135780794,BMP390,21,1007.49,-0.49,,,,,,
1280,135840143,BNO,-102.74,8.3,3.63,0.5,-71.81,-120.25,-0.4,0.08,1.12
1281,135900249,GPS,0,0,0,0,0,0,,,
1282,135936030,BMP390,21,1007.5,-0.51,,,,,,
1283,135995427,BNO,-102.74,8.3,3.63,0.5,-71.81,-120.25,0.25,-0.52,-0.07
1284,136050270,BMP390,21,1007.5,-0.52,,,,,,
1285,136109662,BNO,-101.74,8.14,3.8,0.5,-71.81,-120.25,0.25,-0.52,-0.07
1286,136170612,GPS,0,0,0,0,0,0,,,
1287,136204177,BMP390,21,1007.5,-0.56,,,,,,
1288,136263548,BNO,-101.74,8.14,3.8,0.5,-71.81,-120.25,-0.14,0.24,0.13
1289,136321071,BMP390,21,1007.51,-0.59,,,,,,
1290,136380481,BNO,-102.83,8.55,3.84,0.5,-71.81,-120.25,-0.14,0.24,0.13
1291,136440612,GPS,0,0,0,0,0,0,,,
1292,136475506,BMP390,21,1007.5,-0.55,,,,,,
1293,136534878,BNO,-102.21,8.47,3.45,0.5,-71.81,-120.25,-0.14,0.24,0.13
1294,136589041,BMP390,20.99,1007.49,-0.46,,,,,,
1295,136648431,BNO,-102.12,8.81,4.3,0.5,-71.81,-120.25,-0.14,0.24,0.13
1296,136743921,GPS,0,0,0,0,0,0,,,
1297,136778112,BMP390,21,1007.49,-0.45,,,,,,
1298,136839064,BNO,-103.63,9.52,4.74,0.5,-71.81,-120.25,-0.14,0.24,0.13
1299,136895443,BMP390,20.99,1007.49,-0.49,,,,,,
1300,136954862,BNO,-104.15,9.51,4.36,0.5,-71.81,-120.25,-0.14,0.24,0.13
1301,137015406,GPS,0,0,0,0,0,0,,,
1302,137050214,BMP390,20.99,1007.5,-0.54,,,,,,
1303,137109587,BNO,-103.36,8.88,3.32,0.5,-71.81,-120.25,-0.14,0.24,0.13
1304,137163887,BMP390,20.99,1007.5,-0.52,,,,,,
1305,137223242,BNO,-103.36,8.88,3.32,3.31,-74.56,-119.88,-0.14,0.24,0.13
1306,137284565,GPS,0,0,0,0,0,0,,,
1307,137320330,BMP390,20.99,1007.5,-0.51,,,,,,
1308,137379702,BNO,-103.36,8.88,3.32,3.31,-74.56,-119.88,0.19,-0.51,-0.6
1309,137433863,BMP390,20.99,1007.49,-0.44,,,,,,
1310,137493236,BNO,-103.36,8.88,3.32,2.69,-72.88,-120.13,0.19,-0.51,-0.6
1311,137554077,GPS,0,0,0,0,0,0,,,
1312,137588635,BMP390,20.99,1007.49,-0.43,,,,,,
1313,137648017,BNO,-103.36,8.88,3.32,2.69,-72.88,-120.13,-0.6,-0.25,0.27
1314,137702376,BMP390,20.99,1007.48,-0.41,,,,,,
1315,137761754,BNO,-103.36,8.88,3.32,2.13,-69.5,-120.38,-0.6,-0.25,0.27
1316,137823577,GPS,0,0,0,0,0,0,,,
1317,137859114,BMP390,20.99,1007.49,-0.44,,,,,,
1318,137918512,BNO,-103.15,8.22,5.28,2.13,-69.5,-120.38,-0.6,-0.25,0.27
1319,137973088,BMP390,20.99,1007.48,-0.39,,,,,,
1320,138032488,BNO,-103.72,8.13,4.58,2.13,-69.5,-120.38,-0.6,-0.25,0.27
1321,138092625,GPS,0,0,0,0,0,0,,,
1322,138127345,BMP390,20.99,1007.48,-0.37,,,,,,
1323,138186743,BNO,-103.72,8.13,4.58,0.56,-64,-117.31,-0.6,-0.25,0.27
1324,138242404,BMP390,20.98,1007.48,-0.38,,,,,,
1325,138303508,BNO,-103.44,7.43,2.87,0.56,-64,-117.31,-0.6,-0.25,0.27
1326,138364440,GPS,0,0,0,0,0,0,,,
1327,138398577,BMP390,20.98,1007.48,-0.37,,,,,,
1328,138458002,BNO,-103.44,7.43,2.87,0.56,-64,-117.31,-0.14,0.18,-0.29
1329,138513876,BMP390,20.98,1007.48,-0.4,,,,,,
1330,138608420,BNO,-104.09,7.57,3.25,0.56,-64,-117.31,-0.14,0.18,-0.29
1331,138669212,GPS,0,0,0,0,0,0,,,
1332,138704471,BMP390,20.98,1007.48,-0.41,,,,,,
1333,138763814,BNO,-104.09,7.57,3.25,0.56,-64,-117.31,0.46,-0.25,-0.06
1334,138820404,BMP390,20.98,1007.48,-0.41,,,,,,
1335,138879782,BNO,-103.37,7.3,3.1,0.56,-64,-117.31,0.46,-0.25,-0.06
1336,138940451,GPS,0,0,0,0,0,0,,,
1337,138974788,BMP390,20.98,1007.49,-0.48,,,,,,
1338,139034137,BNO,-102.13,9.26,4.97,0.56,-64,-117.31,0.46,-0.25,-0.06
1339,139089090,BMP390,20.98,1007.49,-0.49,,,,,,
1340,139148510,BNO,-100.58,12.42,6.87,0.56,-64,-117.31,0.46,-0.25,-0.06
1341,139209171,GPS,0,0,0,0,0,0,,,
1342,139244593,BMP390,20.98,1007.49,-0.46,,,,,,
1343,139305761,BNO,-96.73,14.97,8.85,0.56,-64,-117.31,0.46,-0.25,-0.06
1344,139361015,BMP390,20.97,1007.49,-0.47,,,,,,
1345,139420522,BNO,-90.5,16.84,11.64,0.56,-64,-117.31,0.46,-0.25,-0.06
1346,139480762,GPS,0,0,0,0,0,0,,,
1347,139514878,BMP390,20.98,1007.49,-0.44,,,,,,
1348,139574387,BNO,-90.5,16.84,11.64,0.56,-64,-117.31,0,-0.06,0.19
1349,139630996,BMP390,20.97,1007.49,-0.45,,,,,,
1350,139690554,BNO,-90.5,16.84,11.64,4.81,-70.75,-118.06,0,-0.06,0.19
1351,139752625,GPS,0,0,0,0,0,0,,,
1352,139786599,BMP390,20.97,1007.49,-0.46,,,,,,
1353,139845954,BNO,-80.15,17.38,17.62,4.81,-70.75,-118.06,0,-0.06,0.19
1354,139901567,BMP390,20.97,1007.49,-0.5,,,,,,
1355,139960974,BNO,-80.57,17.66,16.78,4.81,-70.75,-118.06,0,-0.06,0.19
1356,140021412,GPS,0,0,0,0,0,0,,,
1357,140056278,BMP390,20.97,1007.49,-0.47,,,,,,
1358,140115631,BNO,-81.88,18.22,17.06,4.81,-70.75,-118.06,0,-0.06,0.19
1359,140169556,BMP390,20.97,1007.49,-0.46,,,,,,
1360,140228925,BNO,-81.53,17.61,15.5,4.81,-70.75,-118.06,0,-0.06,0.19
1361,140290402,GPS,0,0,0,0,0,0,,,
1362,140324685,BMP390,20.97,1007.49,-0.46,,,,,,
1363,140384061,BNO,-82.36,16.8,12.16,4.81,-70.75,-118.06,0,-0.06,0.19
1364,140475060,BMP390,20.97,1007.5,-0.52,,,,,,
1365,140534441,BNO,-82.97,17.42,11.76,4.81,-70.75,-118.06,0,-0.06,0.19
1366,140595332,GPS,0,0,0,0,0,0,,,
1367,140629958,BMP390,20.97,1007.5,-0.52,,,,,,
1368,140689353,BNO,-82.97,17.42,11.76,7.19,-67.88,-120.94,0,-0.06,0.19
1369,140746096,BMP390,20.97,1007.49,-0.46,,,,,,
1370,140805884,BNO,-85.86,19.62,11.69,7.19,-67.88,-120.94,0,-0.06,0.19
1371,140866087,GPS,0,0,0,0,0,0,,,
1372,140900981,BMP390,20.97,1007.49,-0.48,,,,,,
1373,140960319,BNO,-85.86,19.62,11.69,7.19,-67.88,-120.94,0.09,-0.23,0.03
1374,141015191,BMP390,20.96,1007.49,-0.44,,,,,,
1375,141074603,BNO,-88.6,20.58,10.46,7.19,-67.88,-120.94,0.09,-0.23,0.03
1376,141135181,GPS,0,0,0,0,0,0,,,
1377,141168428,BMP390,20.96,1007.49,-0.44,,,,,,
1378,141227751,BNO,-88.6,20.58,10.46,9.69,-63.75,-120.63,0.09,-0.23,0.03
1379,141285960,BMP390,20.96,1007.49,-0.45,,,,,,
1380,141345339,BNO,-97.25,19.08,2.75,9.69,-63.75,-120.63,0.09,-0.23,0.03
1381,141406159,GPS,0,0,0,0,0,0,,,
1382,141440872,BMP390,20.96,1007.49,-0.44,,,,,,
1383,141500247,BNO,-97.25,19.08,2.75,9.69,-63.75,-120.63,0.14,0.54,0.28
1384,141555680,BMP390,20.96,1007.49,-0.44,,,,,,
1385,141615047,BNO,-106.7,13.01,-8.13,9.69,-63.75,-120.63,0.14,0.54,0.28
1386,141675246,GPS,0,0,0,0,0,0,,,
1387,141710123,BMP390,20.96,1007.48,-0.42,,,,,,
1388,141771106,BNO,-109.83,11.62,-9.98,9.69,-63.75,-120.63,0.14,0.54,0.28
1389,141826273,BMP390,20.96,1007.48,-0.39,,,,,,
1390,141885654,BNO,-111.87,12.01,-9.34,9.69,-63.75,-120.63,0.14,0.54,0.28
1391,141946320,GPS,0,0,0,0,0,0,,,
1392,141980282,BMP390,20.96,1007.49,-0.43,,,,,,
1393,142039600,BNO,-113.52,12.39,-9.66,9.69,-63.75,-120.63,0.14,0.54,0.28
1394,142095211,BMP390,20.96,1007.49,-0.44,,,,,,
1395,142154600,BNO,-115.16,11.8,-10.16,9.69,-63.75,-120.63,0.14,0.54,0.28
1396,142216381,GPS,0,0,0,0,0,0,,,
1397,142252971,BMP390,20.96,1007.49,-0.45,,,,,,
1398,142347115,BNO,-116.05,11.22,-10.59,9.69,-63.75,-120.63,0.14,0.54,0.28
1399,142402509,BMP390,20.95,1007.48,-0.42,,,,,,
1400,142461917,BNO,-116.21,10.88,-10.69,9.69,-63.75,-120.63,0.14,0.54,0.28
1401,142522238,GPS,0,0,0,0,0,0,,,
1402,142556610,BMP390,20.95,1007.48,-0.37,,,,,,
1403,142615933,BNO,-116.21,10.88,-10.69,9.69,-63.75,-120.63,0.09,-0.01,-0.09
1404,142672081,BMP390,20.95,1007.48,-0.37,,,,,,
1405,142731489,BNO,-116.57,10.2,-11.7,9.69,-63.75,-120.63,0.09,-0.01,-0.09
1406,142793712,GPS,0,0,0,0,0,0,,,
1407,142827642,BMP390,20.95,1007.48,-0.4,,,,,,
1408,142887003,BNO,-116.57,10.2,-11.7,6.13,-49.5,-116.63,0.09,-0.01,-0.09
1409,142944314,BMP390,20.95,1007.48,-0.36,,,,,,
1410,143003653,BNO,-116.57,10.2,-11.7,6.13,-49.5,-116.63,0.24,0.05,-0.07
1411,143039328,BMP390,20.95,1007.47,-0.31,,,,,,
1412,143098730,BNO,-116.57,10.2,-11.7,6.69,-49.5,-118,0.24,0.05,-0.07
1413,143159381,GPS,0,0,0,0,0,0,,,
1414,143214596,BMP390,20.95,1007.48,-0.35,,,,,,
1415,143273993,BNO,-117.38,9.64,-12.9,6.69,-49.5,-118,0.24,0.05,-0.07
1416,143310400,BMP390,20.95,1007.48,-0.37,,,,,,
1417,143369782,BNO,-117.2,9.57,-12.91,6.69,-49.5,-118,0.24,0.05,-0.07
1418,143429825,GPS,0,0,0,0,0,0,,,
1419,143484072,BMP390,20.95,1007.48,-0.37,,,,,,
1420,143543417,BNO,-117.83,9.47,-13.13,6.69,-49.5,-118,0.24,0.05,-0.07
1421,143579709,BMP390,20.95,1007.49,-0.44,,,,,,
1422,143639053,BNO,-118.06,9.47,-13.33,6.69,-49.5,-118,0.24,0.05,-0.07
1423,143700753,GPS,0,0,0,0,0,0,,,
1424,143752721,BMP390,20.95,1007.49,-0.43,,,,,,
1425,143812038,BNO,-118.06,9.47,-13.33,9.25,-46.88,-119.5,0.24,0.05,-0.07
1426,143850428,BMP390,20.95,1007.49,-0.48,,,,,,
1427,143909779,BNO,-118.06,9.47,-13.33,9.25,-46.88,-119.5,-0.14,0.07,0.06
1428,143970468,GPS,0,0,0,0,0,0,,,
1429,144023393,BMP390,20.95,1007.49,-0.45,,,,,,
1430,144082747,BNO,-118.06,9.47,-13.33,10.13,-45.75,-120.44,-0.14,0.07,0.06
1431,144121092,BMP390,20.94,1007.49,-0.43,,,,,,
1432,144217425,BNO,-118.06,9.47,-13.33,10.13,-45.75,-120.44,-0.16,0.28,0.07
1433,144277860,GPS,0,0,0,0,0,0,,,
1434,144330656,BMP390,20.94,1007.49,-0.47,,,,,,
1435,144389993,BNO,-118.06,9.47,-13.33,11.06,-46.5,-118.81,-0.16,0.28,0.07
1436,144427320,BMP390,20.94,1007.49,-0.45,,,,,,
1437,144486681,BNO,-118.06,9.47,-13.33,11.06,-46.5,-118.81,0.07,-0.13,-0.24
1438,144547354,GPS,0,0,0,0,0,0,,,
1439,144597916,BMP390,20.94,1007.48,-0.42,,,,,,
1440,144657768,BNO,-118.06,9.47,-13.33,11.06,-46.5,-118.81,0.2,0.07,-0.21
1441,144696991,BMP390,20.94,1007.48,-0.41,,,,,,
1442,144756304,BNO,-118.06,9.47,-13.33,11.06,-46.5,-118.81,-0.22,0.39,0.06
1443,144816535,GPS,0,0,0,0,0,0,,,
1444,144868715,BMP390,20.94,1007.48,-0.39,,,,,,
1445,144928096,BNO,-118.06,9.47,-13.33,11.06,-46.5,-118.81,0,0.11,0.23
1446,144965662,BMP390,20.94,1007.48,-0.41,,,,,,
1447,145024977,BNO,-118.06,9.47,-13.33,11.06,-46.5,-118.81,-0.02,0.14,0.01
1448,145084807,GPS,0,0,0,0,0,0,,,
1449,145137233,BMP390,20.94,1007.48,-0.38,,,,,,
1450,145204834,BNO,-118.06,9.47,-13.33,11.06,-46.5,-118.81,0.16,0.13,0.02
1451,145241571,BMP390,20.94,1007.47,-0.3,,,,,,
1452,145301018,BNO,-118.06,9.47,-13.33,11.06,-46.5,-118.81,-0.1,-0.05,-0.05
1453,145361750,GPS,0,0,0,0,0,0,,,
1454,145414240,BMP390,20.94,1007.47,-0.3,,,,,,
1455,145473677,BNO,-121.13,11.33,-12.1,11.06,-46.5,-118.81,-0.1,-0.05,-0.05
1456,145511475,BMP390,20.93,1007.48,-0.38,,,,,,
1457,145570944,BNO,-120.61,11.51,-11.8,11.06,-46.5,-118.81,-0.1,-0.05,-0.05
1458,145631066,GPS,0,0,0,0,0,0,,,
1459,145688542,BMP390,20.93,1007.48,-0.37,,,,,,
1460,145747930,BNO,-120.61,11.51,-11.8,11.06,-46.5,-118.81,-0.09,-0.05,0.05
1461,145783143,BMP390,20.93,1007.48,-0.37,,,,,,
1462,145842526,BNO,-120.61,11.51,-11.8,12.31,-48.13,-116.88,-0.09,-0.05,0.05
1463,145902553,GPS,0,0,0,0,0,0,,,
1464,145956226,BMP390,20.93,1007.47,-0.32,,,,,,
1465,146050955,BNO,-121.46,11.41,-11.66,12.31,-48.13,-116.88,-0.09,-0.05,0.05
1466,146111929,GPS,0,0,0,0,0,0,,,
1467,146147317,BMP390,20.93,1007.47,-0.29,,,,,,
1468,146208277,BNO,-121.45,11.33,-11.65,12.31,-48.13,-116.88,-0.09,-0.05,0.05
1469,146263164,BMP390,20.93,1007.48,-0.36,,,,,,
1470,146322535,BNO,-121.45,11.33,-11.65,13.31,-49.19,-116.19,-0.09,-0.05,0.05
1471,146383455,GPS,0,0,0,0,0,0,,,
1472,146418441,BMP390,20.93,1007.48,-0.34,,,,,,
1473,146477812,BNO,-121.55,12.1,-10.15,13.31,-49.19,-116.19,-0.09,-0.05,0.05
1474,146532697,BMP390,20.93,1007.47,-0.33,,,,,,
1475,146592082,BNO,-121.55,12.1,-10.15,12.19,-48.69,-116.06,-0.09,-0.05,0.05
1476,146654056,GPS,0,0,0,0,0,0,,,
1477,146689040,BMP390,20.93,1007.48,-0.4,,,,,,
1478,146748455,BNO,-122.57,11.58,-11.14,12.19,-48.69,-116.06,-0.09,-0.05,0.05
1479,146802101,BMP390,20.93,1007.48,-0.35,,,,,,
1480,146861515,BNO,-122.57,11.58,-11.14,11.38,-49,-115.94,-0.09,-0.05,0.05
1481,146921874,GPS,0,0,0,0,0,0,,,
1482,146958056,BMP390,20.93,1007.47,-0.29,,,,,,
1483,147017404,BNO,-122.57,11.58,-11.14,11.38,-49,-115.94,0.13,-0.19,-0.11
1484,147072339,BMP390,20.92,1007.48,-0.34,,,,,,
1485,147133577,BNO,-122.57,11.58,-11.14,11.38,-49,-115.94,0.24,-0.33,0.17
1486,147194574,GPS,0,0,0,0,0,0,,,
1487,147229235,BMP390,20.93,1007.48,-0.35,,,,,,
1488,147288633,BNO,-119.15,8.94,-6.45,11.38,-49,-115.94,0.24,-0.33,0.17
1489,147344705,BMP390,20.92,1007.48,-0.34,,,,,,
1490,147404117,BNO,-118.89,8.22,-5.5,11.38,-49,-115.94,0.24,-0.33,0.17
1491,147464328,GPS,0,0,0,0,0,0,,,
1492,147499058,BMP390,20.92,1007.47,-0.32,,,,,,
1493,147558454,BNO,-118.65,7.97,-5.82,11.38,-49,-115.94,0.24,-0.33,0.17
1494,147614838,BMP390,20.92,1007.47,-0.3,,,,,,
1495,147674234,BNO,-118.65,7.97,-5.82,11.38,-49,-115.94,0.53,-0.07,-0.14
1496,147734546,GPS,0,0,0,0,0,0,,,
1497,147768499,BMP390,20.92,1007.48,-0.34,,,,,,
1498,147827876,BNO,-118.65,7.97,-5.82,3.5,-55.56,-116.19,0.53,-0.07,-0.14
1499,147882809,BMP390,20.92,1007.48,-0.34,,,,,,
1500,147942246,BNO,-119.21,6.11,-7.05,3.5,-55.56,-116.19,0.53,-0.07,-0.14
1501,148003156,GPS,0,0,0,0,0,0,,,
1502,148039385,BMP390,20.92,1007.48,-0.34,,,,,,
1503,148100687,BNO,-119.32,6.05,-7.04,3.5,-55.56,-116.19,0.53,-0.07,-0.14
1504,148156149,BMP390,20.92,1007.48,-0.35,,,,,,
1505,148215580,BNO,-119.64,5.48,-7.06,3.5,-55.56,-116.19,0.53,-0.07,-0.14
1506,148275766,GPS,0,0,0,0,0,0,,,
1507,148310309,BMP390,20.92,1007.48,-0.37,,,,,,
1508,148369747,BNO,-118.72,4.24,-6.43,3.5,-55.56,-116.19,0.53,-0.07,-0.14
1509,148426185,BMP390,20.92,1007.48,-0.41,,,,,,
1510,148485646,BNO,-118.72,4.24,-6.43,3.5,-55.56,-116.19,0.45,0.52,-0.55
1511,148546106,GPS,0,0,0,0,0,0,,,
1512,148581106,BMP390,20.92,1007.49,-0.43,,,,,,
1513,148640450,BNO,-118.72,4.24,-6.43,1.31,-54.19,-115.94,0.45,0.52,-0.55
1514,148696556,BMP390,20.92,1007.49,-0.47,,,,,,
1515,148755948,BNO,-118.72,4.24,-6.43,1.31,-54.19,-115.94,-0.01,-0.02,-0.11
1516,148816786,GPS,0,0,0,0,0,0,,,
1517,148850690,BMP390,20.92,1007.48,-0.38,,,,,,
1518,148910055,BNO,-118.72,4.24,-6.43,1.31,-54.19,-115.94,0.12,0.16,-0.19
1519,148967905,BMP390,20.91,1007.48,-0.39,,,,,,
1520,149027243,BNO,-118.72,4.24,-6.43,1.31,-54.19,-115.94,-0.38,-0.14,0.05
1521,149088996,GPS,0,0,0,0,0,0,,,
1522,149123694,BMP390,20.92,1007.47,-0.31,,,,,,
1523,149183123,BNO,-118.72,4.24,-6.43,3.44,-55,-115.75,-0.38,-0.14,0.05
1524,149239240,BMP390,20.91,1007.47,-0.3,,,,,,
1525,149298689,BNO,-113.61,5.34,-3.83,3.44,-55,-115.75,-0.38,-0.14,0.05
1526,149359376,GPS,0,0,0,0,0,0,,,
1527,149393339,BMP390,20.91,1007.48,-0.38,,,,,,
1528,149452760,BNO,-114.48,5.56,-3.84,3.44,-55,-115.75,-0.38,-0.14,0.05
1529,149506953,BMP390,20.91,1007.49,-0.44,,,,,,
1530,149568129,BNO,-114.48,5.56,-3.84,3.06,-55.31,-115.81,-0.38,-0.14,0.05
1531,149628863,GPS,0,0,0,0,0,0,,,
1532,149663388,BMP390,20.91,1007.49,-0.45,,,,,,
1533,149757491,BNO,-114.48,5.56,-3.84,3.06,-55.31,-115.81,0.06,0.13,-0.13
1534,149811595,BMP390,20.91,1007.49,-0.49,,,,,,
1535,149870952,BNO,-114.48,5.56,-3.84,1.31,-55.13,-116.81,0.06,0.13,-0.13
1536,149931162,GPS,0,0,0,0,0,0,,,
1537,149966133,BMP390,20.91,1007.5,-0.56,,,,,,
1538,150025495,BNO,-113.11,5.61,-3.13,1.31,-55.13,-116.81,0.06,0.13,-0.13
1539,150081893,BMP390,20.91,1007.5,-0.52,,,,,,
1540,150141325,BNO,-111.96,5.11,-3.48,1.31,-55.13,-116.81,0.06,0.13,-0.13
1541,150202211,GPS,0,0,0,0,0,0,,,
1542,150237588,BMP390,20.91,1007.5,-0.53,,,,,,
1543,150296942,BNO,-111.96,5.11,-3.48,0.94,-53.69,-116.31,0.06,0.13,-0.13
1544,150351741,BMP390,20.91,1007.5,-0.52,,,,,,
1545,150411118,BNO,-111.96,5.11,-3.48,0.94,-53.69,-116.31,0.18,-0.48,0.05
1546,150471303,GPS,0,0,0,0,0,0,,,
1547,150506594,BMP390,20.91,1007.49,-0.44,,,,,,
1548,150567719,BNO,-111.96,5.11,-3.48,0.94,-53.69,-116.31,-0.32,-0.75,0.48
1549,150620118,BMP390,20.9,1007.48,-0.4,,,,,,
1550,150679552,BNO,-106.83,4.97,-2,0.94,-53.69,-116.31,-0.32,-0.75,0.48
1551,150739921,GPS,0,0,0,0,0,0,,,
1552,150775281,BMP390,20.91,1007.48,-0.42,,,,,,
1553,150834618,BNO,-106.83,4.97,-2,2.69,-55,-115.19,-0.32,-0.75,0.48
1554,150888074,BMP390,20.9,1007.48,-0.38,,,,,,
1555,150947491,BNO,-105.52,7.25,0.4,2.69,-55,-115.19,-0.32,-0.75,0.48
1556,151008421,GPS,0,0,0,0,0,0,,,
1557,151045672,BMP390,20.9,1007.47,-0.33,,,,,,
1558,151105045,BNO,-105.52,7.25,0.4,2.69,-55,-115.19,0.01,-0.39,0.1
1559,151158997,BMP390,20.9,1007.48,-0.38,,,,,,
1560,151218372,BNO,-105.75,7.44,-0.45,2.69,-55,-115.19,0.01,-0.39,0.1
1561,151278513,GPS,0,0,0,0,0,0,,,
1562,151314560,BMP390,20.9,1007.48,-0.37,,,,,,
1563,151373958,BNO,-105.75,7.44,-0.45,2.69,-55,-115.19,0.02,-0.5,-0.41
1564,151426162,BMP390,20.9,1007.48,-0.41,,,,,,
1565,151485555,BNO,-103.67,6.6,0.82,2.69,-55,-115.19,0.02,-0.5,-0.41
1566,151547524,GPS,0,0,0,0,0,0,,,
1567,151592918,BMP390,20.9,1007.48,-0.38,,,,,,
1568,151652267,BNO,-103.67,6.6,0.82,1.69,-57.31,-114.38,0.02,-0.5,-0.41
1569,151705389,BMP390,20.9,1007.48,-0.42,,,,,,
1570,151764750,BNO,-103.67,6.6,0.82,2.69,-57.06,-116.25,0.02,-0.5,-0.41
1571,151825366,GPS,0,0,0,0,0,0,,,
1572,151861144,BMP390,20.9,1007.48,-0.41,,,,,,
1573,151920515,BNO,-103.67,6.6,0.82,2.69,-57.06,-116.25,0.13,0.03,0.06
1574,151972945,BMP390,20.9,1007.48,-0.4,,,,,,
1575,152033921,BNO,-103.67,6.6,0.82,2.69,-57.06,-116.25,0.32,-0.22,0.02
1576,152094155,GPS,0,0,0,0,0,0,,,
1577,152130504,BMP390,20.9,1007.48,-0.34,,,,,,
1578,152189849,BNO,-102.36,6.35,3.21,2.69,-57.06,-116.25,0.32,-0.22,0.02
1579,152243746,BMP390,20.9,1007.48,-0.35,,,,,,
1580,152303193,BNO,-101.36,6.09,3.61,2.69,-57.06,-116.25,0.32,-0.22,0.02
1581,152363935,GPS,0,0,0,0,0,0,,,
1582,152399485,BMP390,20.9,1007.47,-0.31,,,,,,
1583,152458802,BNO,-101.36,6.09,3.61,2.69,-57.06,-116.25,-0.16,0.31,0.25
1584,152513680,BMP390,20.89,1007.47,-0.32,,,,,,
1585,152573040,BNO,-101.36,6.09,3.61,2.69,-57.06,-116.25,-0.2,0.21,0.09
1586,152633563,GPS,0,0,0,0,0,0,,,
1587,152669647,BMP390,20.9,1007.47,-0.29,,,,,,
1588,152729035,BNO,-100.53,6.31,2.64,2.69,-57.06,-116.25,-0.2,0.21,0.09
1589,152781258,BMP390,20.89,1007.47,-0.28,,,,,,
1590,152840605,BNO,-100.53,6.31,2.64,1,-57.63,-114.81,-0.2,0.21,0.09
1591,152900762,GPS,0,0,0,0,0,0,,,
1592,152937098,BMP390,20.89,1007.46,-0.24,,,,,,
1593,152998301,BNO,-99.8,6.38,2.66,1,-57.63,-114.81,-0.2,0.21,0.09
1594,153052254,BMP390,20.89,1007.47,-0.31,,,,,,
1595,153111663,BNO,-99.8,6.38,2.66,1,-57.63,-114.81,-0.09,0.09,-0.06
1596,153172534,GPS,0,0,0,0,0,0,,,
